Start Time,End Time,Type,Comments
Wed Mar 12 09:45:28 PDT 2014,Wed Mar 12 09:52:57 PDT 2014,Walk trip
Wed Mar 12 09:52:57 PDT 2014,Wed Mar 12 09:59:27 PDT 2014,Non-walk trip
Wed Mar 12 09:59:27 PDT 2014,Wed Mar 12 10:07:33 PDT 2014,Walk trip
Wed Mar 12 10:07:33 PDT 2014,Wed Mar 12 10:14:32 PDT 2014,Activity
Wed Mar 12 10:14:32 PDT 2014,Wed Mar 12 11:12:27 PDT 2014,Activity
Wed Mar 12 11:12:27 PDT 2014,Wed Mar 12 11:13:38 PDT 2014,Non-walk trip
Wed Mar 12 11:13:38 PDT 2014,Wed Mar 12 11:22:03 PDT 2014,Activity
Wed Mar 12 11:22:03 PDT 2014,Wed Mar 12 11:23:28 PDT 2014,Non-walk trip
Wed Mar 12 11:23:28 PDT 2014,Wed Mar 12 11:37:40 PDT 2014,Activity
Wed Mar 12 11:37:40 PDT 2014,Wed Mar 12 15:49:34 PDT 2014,Activity
Wed Mar 12 15:49:34 PDT 2014,Wed Mar 12 17:09:59 PDT 2014,Activity
Wed Mar 12 17:09:59 PDT 2014,Wed Mar 12 17:12:49 PDT 2014,Walk trip
Wed Mar 12 17:12:49 PDT 2014,Wed Mar 12 17:55:15 PDT 2014,Activity
Wed Mar 12 17:55:15 PDT 2014,Wed Mar 12 17:55:26 PDT 2014,Non-walk trip
Wed Mar 12 17:55:26 PDT 2014,Wed Mar 12 19:12:31 PDT 2014,Activity
Wed Mar 12 19:12:31 PDT 2014,Wed Mar 12 19:16:59 PDT 2014,Walk trip
Wed Mar 12 19:16:59 PDT 2014,Wed Mar 12 19:26:52 PDT 2014,Non-walk trip
Wed Mar 12 19:26:52 PDT 2014,Thu Mar 13 02:59:49 PDT 2014,Activity
