Start Time,End Time,Start Epoch,End Epoch,Type,Comments
2014-04-09 03:51:45,2014-04-09 08:50:29,1397040705265.0,1397058629795.0,Hole
2014-04-09 08:50:29,2014-04-09 08:52:15,1397058629795.0,1397058735241.0,Non-walk trip
2014-04-09 08:52:15,2014-04-09 09:32:43,1397058735241.0,1397061163567.0,Hole
2014-04-09 09:32:43,2014-04-09 09:33:05,1397061163567.0,1397061185532.0,Non-walk trip
2014-04-09 09:33:05,2014-04-09 11:45:09,1397061185532.0,1397069109342.0,Activity
2014-04-09 11:45:09,2014-04-09 11:50:06,1397069109342.0,1397069406298.0,Walk trip
2014-04-09 11:50:06,2014-04-09 11:59:10,1397069406298.0,1397069950333.0,Non-walk trip
2014-04-09 11:59:10,2014-04-09 12:07:11,1397069950333.0,1397070431843.0,Walk trip
2014-04-09 12:07:11,2014-04-09 12:33:16,1397070431843.0,1397071996177.0,Activity
2014-04-09 12:33:16,2014-04-09 12:34:47,1397071996177.0,1397072087931.0,Non-walk trip
2014-04-09 12:34:47,2014-04-09 12:45:14,1397072087931.0,1397072714469.0,Activity
2014-04-09 12:45:14,2014-04-09 12:46:47,1397072714469.0,1397072807728.0,Walk trip
2014-04-09 12:46:47,2014-04-09 12:54:17,1397072807728.0,1397073257619.0,Non-walk trip
2014-04-09 12:54:17,2014-04-09 20:02:01,1397073257619.0,1397098921325.0,Activity
