Start Time,End Time,Start Epoch,End Epoch,Type,Comments
2014-04-14 03:00:08,2014-04-14 09:44:46,1397469608906.0,1397493886411.0,Activity
2014-04-14 09:44:46,2014-04-14 09:53:48,1397493886411.0,1397494428634.0,Activity
2014-04-14 09:53:48,2014-04-14 10:01:51,1397494428634.0,1397494911075.0,Walk trip
2014-04-14 10:01:51,2014-04-14 10:03:21,1397494911075.0,1397495001511.0,Non-walk trip
2014-04-14 10:03:21,2014-04-14 10:13:24,1397495001511.0,1397495604583.0,Activity
2014-04-14 10:13:24,2014-04-14 10:14:26,1397495604583.0,1397495666898.0,Walk trip
2014-04-14 10:14:26,2014-04-14 17:05:13,1397495666898.0,1397520313318.0,Activity
2014-04-14 17:05:13,2014-04-14 17:40:49,1397520313318.0,1397522449312.0,Hole
2014-04-14 17:40:49,2014-04-14 19:07:03,1397522449312.0,1397527623618.0,Activity
2014-04-14 19:07:03,2014-04-14 19:13:31,1397527623618.0,1397528011935.0,Hole
2014-04-14 19:13:31,2014-04-14 20:15:51,1397528011935.0,1397531751753.0,Activity
2014-04-14 20:15:51,2014-04-14 20:20:58,1397531751753.0,1397532058426.0,Walk trip
2014-04-14 20:20:58,2014-04-14 20:29:18,1397532058426.0,1397532558053.0,Activity
2014-04-14 20:29:18,2014-04-14 20:32:02,1397532558053.0,1397532722691.0,Walk trip
2014-04-14 20:32:02,2014-04-14 20:45:08,1397532722691.0,1397533508308.0,Activity
2014-04-14 20:45:08,2014-04-14 20:50:28,1397533508308.0,1397533828228.0,Walk trip
2014-04-14 20:50:28,2014-04-14 21:18:18,1397533828228.0,1397535498460.0,Activity
2014-04-14 21:18:18,2014-04-14 21:41:57,1397535498460.0,1397536917115.0,Activity
2014-04-14 21:41:57,2014-04-14 21:47:59,1397536917115.0,1397537279291.0,Activity
2014-04-14 21:47:59,2014-04-14 21:57:01,1397537279291.0,1397537821799.0,Activity
2014-04-14 21:57:01,2014-04-14 21:59:02,1397537821799.0,1397537942434.0,Non-walk trip
2014-04-14 21:59:02,2014-04-14 22:11:35,1397537942434.0,1397538695659.0,Walk trip
2014-04-14 22:11:35,2014-04-15 02:59:56,1397538695659.0,1397555996490.0,Activity
