Start Time,End Time,Type,Comments
Tue Mar 04 03:00:03 PST 2014,Tue Mar 04 09:26:12 PST 2014,Activity
Tue Mar 04 09:26:12 PST 2014,Tue Mar 04 09:30:54 PST 2014,Walk trip
Tue Mar 04 09:30:54 PST 2014,Tue Mar 04 09:32:45 PST 2014,Non-walk trip
Tue Mar 04 09:32:45 PST 2014,Tue Mar 04 09:42:43 PST 2014,Walk trip
Tue Mar 04 09:42:43 PST 2014,Tue Mar 04 11:03:46 PST 2014,Activity
Tue Mar 04 11:03:46 PST 2014,Tue Mar 04 11:07:40 PST 2014,Walk trip
Tue Mar 04 11:07:40 PST 2014,Tue Mar 04 11:15:23 PST 2014,Activity
Tue Mar 04 11:15:23 PST 2014,Tue Mar 04 11:17:36 PST 2014,Walk trip
Tue Mar 04 11:17:36 PST 2014,Tue Mar 04 11:36:44 PST 2014,Activity
Tue Mar 04 11:36:44 PST 2014,Tue Mar 04 11:38:03 PST 2014,Walk trip
Tue Mar 04 11:38:03 PST 2014,Tue Mar 04 12:16:52 PST 2014,Activity
Tue Mar 04 12:16:52 PST 2014,Tue Mar 04 12:25:07 PST 2014,Hole
Tue Mar 04 12:25:07 PST 2014,Tue Mar 04 12:51:52 PST 2014,Hole
Tue Mar 04 12:51:52 PST 2014,Tue Mar 04 13:30:18 PST 2014,Activity
Tue Mar 04 13:30:18 PST 2014,Tue Mar 04 13:35:58 PST 2014,Hole
Tue Mar 04 13:35:58 PST 2014,Tue Mar 04 13:48:33 PST 2014,Activity
Tue Mar 04 13:48:33 PST 2014,Tue Mar 04 13:58:43 PST 2014,Hole
Tue Mar 04 13:58:43 PST 2014,Tue Mar 04 14:07:20 PST 2014,Activity
Tue Mar 04 14:07:20 PST 2014,Tue Mar 04 14:14:41 PST 2014,Hole
Tue Mar 04 14:14:41 PST 2014,Tue Mar 04 17:25:38 PST 2014,Activity
Tue Mar 04 17:25:38 PST 2014,Tue Mar 04 17:31:44 PST 2014,Hole
Tue Mar 04 17:31:44 PST 2014,Tue Mar 04 17:40:52 PST 2014,Activity
Tue Mar 04 17:40:52 PST 2014,Wed Mar 05 00:00:14 PST 2014,Hole
Wed Mar 05 00:00:14 PST 2014,Wed Mar 05 01:23:33 PST 2014,Activity
