Start Time,End Time,Type,Comments
Wed Mar 19 10:43:45 PDT 2014,Wed Mar 19 10:45:16 PDT 2014,Walk trip
Wed Mar 19 10:45:16 PDT 2014,Wed Mar 19 10:52:49 PDT 2014,Activity
Wed Mar 19 10:52:49 PDT 2014,Wed Mar 19 10:57:20 PDT 2014,Non-walk trip
Wed Mar 19 10:57:20 PDT 2014,Wed Mar 19 10:58:50 PDT 2014,Walk trip
Wed Mar 19 10:58:50 PDT 2014,Wed Mar 19 11:00:21 PDT 2014,Non-walk trip
Wed Mar 19 11:00:21 PDT 2014,Wed Mar 19 11:03:54 PDT 2014,Walk trip
Wed Mar 19 11:03:54 PDT 2014,Wed Mar 19 11:13:56 PDT 2014,Activity
Wed Mar 19 11:13:56 PDT 2014,Wed Mar 19 20:12:56 PDT 2014,Activity
Wed Mar 19 20:12:56 PDT 2014,Wed Mar 19 20:13:27 PDT 2014,Non-walk trip
Wed Mar 19 20:13:27 PDT 2014,Wed Mar 19 20:26:32 PDT 2014,Activity
Wed Mar 19 20:26:32 PDT 2014,Wed Mar 19 20:38:37 PDT 2014,Non-walk trip
Wed Mar 19 20:38:37 PDT 2014,Wed Mar 19 20:42:07 PDT 2014,Walk trip
Wed Mar 19 20:42:07 PDT 2014,Wed Mar 19 21:24:32 PDT 2014,Activity
Wed Mar 19 21:24:32 PDT 2014,Wed Mar 19 21:31:36 PDT 2014,Activity
Wed Mar 19 21:31:36 PDT 2014,Wed Mar 19 21:34:08 PDT 2014,Walk trip
Wed Mar 19 21:34:08 PDT 2014,Wed Mar 19 21:40:10 PDT 2014,Activity
Wed Mar 19 21:40:10 PDT 2014,Wed Mar 19 21:52:48 PDT 2014,Activity
Wed Mar 19 21:52:48 PDT 2014,Wed Mar 19 22:05:22 PDT 2014,Walk trip
Wed Mar 19 22:05:22 PDT 2014,Thu Mar 20 02:00:40 PDT 2014,Activity
