Start Time,End Time,Start Epoch,End Epoch,Type,Comments
2014-04-27 03:00:17,2014-04-27 13:28:01,1398592817227.0,1398630481787.0,Activity
2014-04-27 13:28:01,2014-04-27 13:31:32,1398630481787.0,1398630692897.0,Non-walk trip
2014-04-27 13:31:32,2014-04-27 13:38:17,1398630692897.0,1398631097275.0,Activity
2014-04-27 13:38:17,2014-04-27 14:38:02,1398631097275.0,1398634682302.0,Non-walk trip
2014-04-27 14:38:02,2014-04-27 19:38:39,1398634682302.0,1398652719153.0,Activity
2014-04-27 19:38:39,2014-04-27 20:31:23,1398652719153.0,1398655883006.0,Non-walk trip
2014-04-27 20:31:23,2014-04-27 20:33:41,1398655883006.0,1398656021228.0,Walk trip
2014-04-27 20:33:41,2014-04-27 20:35:11,1398656021228.0,1398656111550.0,Non-walk trip
2014-04-27 20:35:11,2014-04-27 20:42:05,1398656111550.0,1398656525028.0,Activity
2014-04-27 20:42:05,2014-04-27 20:44:13,1398656525028.0,1398656653206.0,Walk trip
2014-04-27 20:44:13,2014-04-27 20:45:45,1398656653206.0,1398656745086.0,Non-walk trip
2014-04-27 20:45:45,2014-04-27 20:52:36,1398656745086.0,1398657156227.0,Activity
2014-04-27 20:52:36,2014-04-27 21:00:48,1398657156227.0,1398657648837.0,Non-walk trip
2014-04-27 21:00:48,2014-04-28 02:59:20,1398657648837.0,1398679160607.0,Activity
