Start Time,End Time,Start Epoch,End Epoch,Type,Comments
2014-04-13 03:00:24,2014-04-13 13:58:51,1397383224263.0,1397422731232.0,Activity
2014-04-13 13:58:51,2014-04-13 14:05:54,1397422731232.0,1397423154393.0,Walk trip
2014-04-13 14:05:54,2014-04-13 14:28:00,1397423154393.0,1397424480555.0,Activity
2014-04-13 14:28:00,2014-04-13 16:13:18,1397424480555.0,1397430798921.0,Activity
2014-04-13 16:13:18,2014-04-13 16:13:50,1397430798921.0,1397430830065.0,Walk trip
2014-04-13 16:13:50,2014-04-13 16:22:27,1397430830065.0,1397431347300.0,Activity
2014-04-13 16:22:27,2014-04-13 16:31:03,1397431347300.0,1397431863389.0,Activity
2014-04-13 16:31:03,2014-04-13 16:34:05,1397431863389.0,1397432045470.0,Walk trip
2014-04-13 16:34:05,2014-04-13 16:35:35,1397432045470.0,1397432135661.0,Non-walk trip
2014-04-13 16:35:35,2014-04-13 16:37:06,1397432135661.0,1397432226434.0,Walk trip
2014-04-13 16:37:06,2014-04-13 20:41:04,1397432226434.0,1397446864280.0,Activity
2014-04-13 20:41:04,2014-04-13 20:45:06,1397446864280.0,1397447106343.0,Walk trip
2014-04-13 20:45:06,2014-04-13 20:46:37,1397447106343.0,1397447197610.0,Non-walk trip
2014-04-13 20:46:37,2014-04-13 20:57:41,1397447197610.0,1397447861551.0,Walk trip
2014-04-13 20:57:41,2014-04-13 22:00:00,1397447861551.0,1397451600721.0,Activity
2014-04-13 22:00:00,2014-04-13 22:15:35,1397451600721.0,1397452535289.0,Walk trip
2014-04-13 22:15:35,2014-04-14 02:59:38,1397452535289.0,1397469578711.0,Activity
