Start Time,End Time,Type,Comments
Mon Mar 03 11:35:17 PST 2014,Mon Mar 03 11:40:47 PST 2014,Walk trip
Mon Mar 03 11:40:47 PST 2014,Mon Mar 03 11:46:56 PST 2014,Hole
Mon Mar 03 11:46:56 PST 2014,Mon Mar 03 12:03:45 PST 2014,Walk trip
Mon Mar 03 12:03:45 PST 2014,Mon Mar 03 13:24:01 PST 2014,Hole
Mon Mar 03 13:24:01 PST 2014,Mon Mar 03 13:27:33 PST 2014,Walk trip
Mon Mar 03 13:27:33 PST 2014,Mon Mar 03 14:59:42 PST 2014,Hole
Mon Mar 03 14:59:42 PST 2014,Mon Mar 03 15:01:56 PST 2014,Walk trip
Mon Mar 03 15:01:56 PST 2014,Mon Mar 03 15:38:10 PST 2014,Activity
Mon Mar 03 15:38:10 PST 2014,Mon Mar 03 16:31:18 PST 2014,Hole
Mon Mar 03 16:31:18 PST 2014,Mon Mar 03 16:34:40 PST 2014,Walk trip
Mon Mar 03 16:34:40 PST 2014,Mon Mar 03 18:11:14 PST 2014,Hole
Mon Mar 03 18:11:14 PST 2014,Mon Mar 03 18:20:52 PST 2014,Walk trip
Mon Mar 03 18:20:52 PST 2014,Mon Mar 03 19:24:36 PST 2014,Activity
Mon Mar 03 19:24:36 PST 2014,Mon Mar 03 19:39:14 PST 2014,Walk trip
Mon Mar 03 19:39:14 PST 2014,Mon Mar 03 19:41:10 PST 2014,Non-walk trip
