Start Time,End Time,Type,Comments
Wed Mar 19 09:31:02 PDT 2014,Wed Mar 19 09:55:26 PDT 2014,Activity
Wed Mar 19 09:55:26 PDT 2014,Wed Mar 19 10:03:36 PDT 2014,Hole
Wed Mar 19 10:03:36 PDT 2014,Wed Mar 19 10:03:50 PDT 2014,Walk trip
Wed Mar 19 10:03:50 PDT 2014,Wed Mar 19 10:18:35 PDT 2014,Hole
Wed Mar 19 10:18:35 PDT 2014,Wed Mar 19 10:19:03 PDT 2014,Walk trip
Wed Mar 19 10:19:03 PDT 2014,Wed Mar 19 10:31:11 PDT 2014,Hole
Wed Mar 19 10:31:11 PDT 2014,Wed Mar 19 11:45:46 PDT 2014,Activity
Wed Mar 19 11:45:46 PDT 2014,Wed Mar 19 12:07:24 PDT 2014,Activity
Wed Mar 19 12:07:24 PDT 2014,Wed Mar 19 12:30:56 PDT 2014,Activity
Wed Mar 19 12:30:56 PDT 2014,Wed Mar 19 12:47:34 PDT 2014,Activity
Wed Mar 19 12:47:34 PDT 2014,Wed Mar 19 13:05:43 PDT 2014,Activity
Wed Mar 19 13:05:43 PDT 2014,Wed Mar 19 13:21:17 PDT 2014,Walk trip
Wed Mar 19 13:21:17 PDT 2014,Wed Mar 19 14:06:55 PDT 2014,Hole
Wed Mar 19 14:06:55 PDT 2014,Wed Mar 19 15:15:05 PDT 2014,Activity
Wed Mar 19 15:15:05 PDT 2014,Wed Mar 19 15:56:07 PDT 2014,Activity
Wed Mar 19 15:56:07 PDT 2014,Wed Mar 19 16:11:12 PDT 2014,Walk trip
Wed Mar 19 16:11:12 PDT 2014,Wed Mar 19 16:58:18 PDT 2014,Activity
