Start Time,End Time,Start Epoch,End Epoch,Type,Comments
2014-04-21 03:00:42,2014-04-21 03:30:58,1398074442623.0,1398076258577.0,Activity
2014-04-21 03:30:58,2014-04-21 09:44:30,1398076258577.0,1398098670450.0,Hole
2014-04-21 09:44:30,2014-04-21 10:05:25,1398098670450.0,1398099925478.0,Walk trip
2014-04-21 10:05:25,2014-04-21 11:20:15,1398099925478.0,1398104415395.0,Activity
2014-04-21 11:20:15,2014-04-21 11:20:54,1398104415395.0,1398104454509.0,Walk trip
2014-04-21 11:20:54,2014-04-21 11:47:03,1398104454509.0,1398106023067.0,Activity
2014-04-21 11:47:03,2014-04-21 12:26:13,1398106023067.0,1398108373571.0,Activity
2014-04-21 12:26:13,2014-04-21 13:14:38,1398108373571.0,1398111278835.0,Activity
2014-04-21 13:14:38,2014-04-21 15:14:11,1398111278835.0,1398118451922.0,Activity
2014-04-21 15:14:11,2014-04-21 18:45:27,1398118451922.0,1398131127814.0,Activity
2014-04-21 18:45:27,2014-04-21 18:48:09,1398131127814.0,1398131289085.0,Non-walk trip
2014-04-21 18:48:09,2014-04-21 18:58:19,1398131289085.0,1398131899569.0,Walk trip
2014-04-21 18:58:19,2014-04-22 02:59:41,1398131899569.0,1398160781282.0,Activity
