Start Time,End Time,Type,Comments
Mon Mar 10 03:00:06 PDT 2014,Mon Mar 10 08:50:14 PDT 2014,Activity
Mon Mar 10 08:50:14 PDT 2014,Mon Mar 10 08:55:21 PDT 2014,Non-walk trip
Mon Mar 10 08:55:21 PDT 2014,Mon Mar 10 09:31:26 PDT 2014,Walk trip
Mon Mar 10 09:31:26 PDT 2014,Mon Mar 10 10:31:16 PDT 2014,Activity
Mon Mar 10 10:31:16 PDT 2014,Mon Mar 10 10:36:47 PDT 2014,Walk trip
Mon Mar 10 10:36:47 PDT 2014,Mon Mar 10 10:48:51 PDT 2014,Non-walk trip
Mon Mar 10 10:48:51 PDT 2014,Mon Mar 10 12:08:43 PDT 2014,Activity
Mon Mar 10 12:08:43 PDT 2014,Mon Mar 10 13:54:36 PDT 2014,Activity
Mon Mar 10 13:54:36 PDT 2014,Mon Mar 10 14:22:14 PDT 2014,Hole
Mon Mar 10 14:22:14 PDT 2014,Mon Mar 10 16:43:57 PDT 2014,Activity
Mon Mar 10 16:43:57 PDT 2014,Mon Mar 10 16:50:36 PDT 2014,Hole
Mon Mar 10 16:50:36 PDT 2014,Mon Mar 10 17:12:32 PDT 2014,Activity
Mon Mar 10 17:12:32 PDT 2014,Mon Mar 10 17:17:55 PDT 2014,Hole
Mon Mar 10 17:17:55 PDT 2014,Mon Mar 10 17:20:15 PDT 2014,Walk trip
Mon Mar 10 17:20:15 PDT 2014,Mon Mar 10 17:40:03 PDT 2014,Hole
Mon Mar 10 17:40:03 PDT 2014,Mon Mar 10 17:40:36 PDT 2014,Walk trip
Mon Mar 10 17:40:36 PDT 2014,Mon Mar 10 17:49:15 PDT 2014,Hole
Mon Mar 10 17:49:15 PDT 2014,Mon Mar 10 17:59:20 PDT 2014,Activity
Mon Mar 10 17:59:20 PDT 2014,Mon Mar 10 18:05:35 PDT 2014,Hole
Mon Mar 10 18:05:35 PDT 2014,Mon Mar 10 19:37:23 PDT 2014,Activity
Mon Mar 10 19:37:23 PDT 2014,Mon Mar 10 19:37:47 PDT 2014,Activity
Mon Mar 10 19:37:47 PDT 2014,Mon Mar 10 19:57:03 PDT 2014,Activity
