Start Time,End Time,Start Epoch,End Epoch,Type,Comments
2014-05-01 03:00:25,2014-05-01 04:44:07,1398938425653.0,1398944647982.0,Activity
2014-05-01 04:44:07,2014-05-01 04:51:39,1398944647982.0,1398945099639.0,Hole
2014-05-01 04:51:39,2014-05-01 06:43:58,1398945099639.0,1398951838004.0,Activity
2014-05-01 06:43:58,2014-05-01 06:51:29,1398951838004.0,1398952289639.0,Hole
2014-05-01 06:51:29,2014-05-01 07:44:07,1398952289639.0,1398955447266.0,Activity
2014-05-01 07:44:07,2014-05-01 07:51:39,1398955447266.0,1398955899661.0,Hole
2014-05-01 07:51:39,2014-05-01 09:11:54,1398955899661.0,1398960714711.0,Activity
2014-05-01 09:11:54,2014-05-01 09:13:54,1398960714711.0,1398960834832.0,Walk trip
2014-05-01 09:13:54,2014-05-01 09:21:25,1398960834832.0,1398961285691.0,Hole
2014-05-01 09:21:25,2014-05-01 09:31:58,1398961285691.0,1398961918812.0,Walk trip
2014-05-01 09:31:58,2014-05-01 09:33:58,1398961918812.0,1398962038233.0,Non-walk trip
2014-05-01 09:33:58,2014-05-01 09:54:29,1398962038233.0,1398963269982.0,Activity
2014-05-01 09:54:29,2014-05-01 09:54:59,1398963269982.0,1398963299962.0,Walk trip
2014-05-01 09:54:59,2014-05-01 10:13:31,1398963299962.0,1398964411914.0,Activity
2014-05-01 10:13:31,2014-05-01 10:21:32,1398964411914.0,1398964892796.0,Hole
2014-05-01 10:21:32,2014-05-01 11:16:11,1398964892796.0,1398968171499.0,Activity
2014-05-01 11:16:11,2014-05-01 11:22:14,1398968171499.0,1398968534609.0,Walk trip
2014-05-01 11:22:14,2014-05-01 11:34:15,1398968534609.0,1398969255004.0,Activity
2014-05-01 11:34:15,2014-05-01 12:43:53,1398969255004.0,1398973433561.0,Activity
2014-05-01 12:43:53,2014-05-01 12:51:26,1398973433561.0,1398973886885.0,Hole
2014-05-01 12:51:26,2014-05-01 12:57:26,1398973886885.0,1398974246988.0,Activity
2014-05-01 12:57:26,2014-05-01 12:58:28,1398974246988.0,1398974308258.0,Walk trip
2014-05-01 12:58:28,2014-05-01 13:55:05,1398974308258.0,1398977705603.0,Activity
2014-05-01 13:55:05,2014-05-01 14:21:07,1398977705603.0,1398979267846.0,Walk trip
2014-05-01 14:21:07,2014-05-01 14:44:41,1398979267846.0,1398980681977.0,Activity
2014-05-01 14:44:41,2014-05-01 14:51:42,1398980681977.0,1398981102820.0,Hole
2014-05-01 14:51:42,2014-05-01 15:44:20,1398981102820.0,1398984260763.0,Activity
2014-05-01 15:44:20,2014-05-01 15:51:20,1398984260763.0,1398984680861.0,Hole
2014-05-01 15:51:20,2014-05-01 16:07:52,1398984680861.0,1398985672689.0,Activity
2014-05-01 16:07:52,2014-05-01 16:08:52,1398985672689.0,1398985732776.0,Walk trip
2014-05-01 16:08:52,2014-05-01 16:17:53,1398985732776.0,1398986273674.0,Activity
2014-05-01 16:17:53,2014-05-01 16:18:53,1398986273674.0,1398986333757.0,Walk trip
2014-05-01 16:18:53,2014-05-01 16:43:56,1398986333757.0,1398987836953.0,Activity
2014-05-01 16:43:56,2014-05-01 16:51:27,1398987836953.0,1398988287919.0,Hole
2014-05-01 16:51:27,2014-05-01 18:14:10,1398988287919.0,1398993250907.0,Activity
2014-05-01 18:14:10,2014-05-01 18:21:41,1398993250907.0,1398993701856.0,Hole
2014-05-01 18:21:41,2014-05-01 19:20:20,1398993701856.0,1398997220140.0,Activity
2014-05-01 19:20:20,2014-05-01 19:28:21,1398997220140.0,1398997701028.0,Walk trip
2014-05-01 19:28:21,2014-05-01 20:00:26,1398997701028.0,1398999626680.0,Activity
2014-05-01 20:00:26,2014-05-01 20:02:26,1398999626680.0,1398999746922.0,Non-walk trip
2014-05-01 20:02:26,2014-05-01 20:14:28,1398999746922.0,1399000468051.0,Walk trip
2014-05-01 20:14:28,2014-05-01 20:21:28,1399000468051.0,1399000888872.0,Hole
2014-05-01 20:21:28,2014-05-01 20:40:30,1399000888872.0,1399002030778.0,Activity
2014-05-01 20:40:30,2014-05-01 20:46:01,1399002030778.0,1399002361889.0,Walk trip
2014-05-01 20:46:01,2014-05-01 20:53:32,1399002361889.0,1399002812864.0,Activity
2014-05-01 20:53:32,2014-05-01 21:00:03,1399002812864.0,1399003203243.0,Activity
2014-05-01 21:00:03,2014-05-01 21:10:35,1399003203243.0,1399003835058.0,Walk trip
2014-05-01 21:10:35,2014-05-01 21:44:09,1399003835058.0,1399005849366.0,Activity
2014-05-01 21:44:09,2014-05-01 21:51:39,1399005849366.0,1399006299720.0,Hole
2014-05-01 21:51:39,2014-05-01 23:14:23,1399006299720.0,1399011263203.0,Activity
2014-05-01 23:14:23,2014-05-01 23:21:23,1399011263203.0,1399011683486.0,Hole
2014-05-01 23:21:23,2014-05-02 00:13:57,1399011683486.0,1399014837850.0,Activity
2014-05-02 00:13:57,2014-05-02 00:21:28,1399014837850.0,1399015288856.0,Hole
2014-05-02 00:21:28,2014-05-02 01:44:11,1399015288856.0,1399020251256.0,Activity
2014-05-02 01:44:11,2014-05-02 01:51:42,1399020251256.0,1399020702163.0,Hole
2014-05-02 01:51:42,2014-05-02 02:44:21,1399020702163.0,1399023861243.0,Activity
2014-05-02 02:44:21,2014-05-02 02:51:21,1399023861243.0,1399024281647.0,Hole
2014-05-02 02:51:21,2014-05-02 02:59:53,1399024281647.0,1399024793080.0,Activity
