Start Time,End Time,Type,Comments
Wed Mar 19 03:00:08 PDT 2014,Wed Mar 19 04:46:43 PDT 2014,Activity
Wed Mar 19 04:46:43 PDT 2014,Wed Mar 19 04:58:48 PDT 2014,Walk trip
Wed Mar 19 04:58:48 PDT 2014,Wed Mar 19 13:56:25 PDT 2014,Activity
Wed Mar 19 13:56:25 PDT 2014,Wed Mar 19 14:08:31 PDT 2014,Walk trip
Wed Mar 19 14:08:31 PDT 2014,Wed Mar 19 15:07:16 PDT 2014,Activity
Wed Mar 19 15:07:16 PDT 2014,Wed Mar 19 15:09:56 PDT 2014,Non-walk trip
Wed Mar 19 15:09:56 PDT 2014,Wed Mar 19 15:16:52 PDT 2014,Walk trip
Wed Mar 19 15:16:52 PDT 2014,Wed Mar 19 16:40:13 PDT 2014,Activity
Wed Mar 19 16:40:13 PDT 2014,Wed Mar 19 16:41:45 PDT 2014,Walk trip
Wed Mar 19 16:41:45 PDT 2014,Wed Mar 19 16:59:57 PDT 2014,Activity
Wed Mar 19 16:59:57 PDT 2014,Wed Mar 19 18:09:46 PDT 2014,Activity
Wed Mar 19 18:09:46 PDT 2014,Wed Mar 19 18:10:56 PDT 2014,Walk trip
Wed Mar 19 18:10:56 PDT 2014,Wed Mar 19 18:20:49 PDT 2014,Activity
Wed Mar 19 18:20:49 PDT 2014,Wed Mar 19 18:21:49 PDT 2014,Walk trip
Wed Mar 19 18:21:49 PDT 2014,Wed Mar 19 19:07:03 PDT 2014,Activity
