Start Time,End Time,Start Epoch,End Epoch,Type,Comments
2014-04-28 03:00:20,2014-04-28 08:40:04,1398679220491.0,1398699604312.0,Activity
2014-04-28 08:40:04,2014-04-28 08:55:55,1398699604312.0,1398700555044.0,Non-walk trip
2014-04-28 08:55:55,2014-04-28 09:04:15,1398700555044.0,1398701055579.0,Walk trip
2014-04-28 09:04:15,2014-04-28 09:24:53,1398701055579.0,1398702293520.0,Activity
2014-04-28 09:24:53,2014-04-28 09:25:34,1398702293520.0,1398702334247.0,Walk trip
2014-04-28 09:25:34,2014-04-28 10:07:02,1398702334247.0,1398704822557.0,Activity
2014-04-28 10:07:02,2014-04-28 10:07:33,1398704822557.0,1398704853219.0,Walk trip
2014-04-28 10:07:33,2014-04-28 14:47:40,1398704853219.0,1398721660683.0,Activity
2014-04-28 14:47:40,2014-04-28 14:56:13,1398721660683.0,1398722173422.0,Walk trip
2014-04-28 14:56:13,2014-04-28 18:21:03,1398722173422.0,1398734463890.0,Activity
2014-04-28 18:21:03,2014-04-28 18:27:33,1398734463890.0,1398734853452.0,Non-walk trip
2014-04-28 18:27:33,2014-04-28 19:39:12,1398734853452.0,1398739152075.0,Activity
2014-04-28 19:39:12,2014-04-28 19:41:28,1398739152075.0,1398739288138.0,Non-walk trip
